"","X","Date","Ship_Type","Lat1","Lon1","Piracy_Area","Ship_Name","Location"
"2040",2040,"2006-10-21","Tanker",22.1885,91.725,"Territorial waters","MONA","Indian Ocean"
"2041",2041,"2006-11-08","Bulk",21.8666666666667,91.6666666666667,"Territorial waters","TIGRIS","Indian Ocean"
"2042",2042,"2006-11-24","Bulk",22.2916666666667,91.7216666666667,"Territorial waters","ULCAS","Indian Ocean"
"2043",2043,"2006-12-07","Bulk",21.7983333333333,91.7116666666667,"Territorial waters","MEDI MELBOURNE","Indian Ocean"
"2045",2045,"2006-12-18","Tanker",27.0566666666667,56.225,"Territorial waters","MARITIME GISELA","Persian Gulf"
"2046",2046,"2006-12-23","Bulk",9.4,80.8666666666667,"Territorial waters","FARAH-3","Indian Ocean"
"2049",2049,"2007-01-27","Container",6.99833333333333,79.7416666666667,"Territorial waters","PELOPONESIAN PRIDE","Indian Ocean"
"2050",2050,"2007-01-28","Other",11.3333333333333,65.165,"In international waters","GANTA","Arabian Sea"
"2051",2051,"2007-02-02","Bulk",10.6666666666667,62.1166666666667,"In international waters","ACHILLES","Arabian Sea"
"2052",2052,"2007-02-14","Bulk",22.267,91.7178333333333,"Territorial waters","PALAU","Indian Ocean"
"2053",2053,"2007-02-15","Other",12.0833333333333,80.1678333333333,"In international waters","DCI TUG VII","Indian Ocean"
"2054",2054,"2007-03-08","Tanker",21.6658333333333,88.0175,"Territorial waters","SHIMAKAZE","Indian Ocean"
"2056",2056,"2007-03-22","Other",8.71666666666667,76.2333333333333,"In international waters","ABAN VII","Arabian Sea"
"2058",2058,"2007-04-12","Other",15.2166666666667,52.95,"In international waters","TOR ANGLIA","Arabian Sea"
"2059",2059,"2007-04-13","Other",8.33333333333333,76.5333333333333,"In international waters","MARINA STELLAR 2","Arabian Sea"
"2061",2061,"2007-05-08","Tanker",17.6383333333333,83.3666666666667,"Territorial waters","ONOZO","Indian Ocean"
"2066",2066,"2007-07-05","Container",22.1833333333333,91.725,"Territorial waters","X-PRESS MANASLU","Indian Ocean"
"2070",2070,"2007-07-22","Bulk",6.01733333333333,80.0083333333333,"Territorial waters","BBC SWEDEN","Indian Ocean"
"2071",2071,"2007-07-26","Bulk",22.27,91.8183333333333,"Territorial waters","PANCALDO","Indian Ocean"
"2074",2074,"2007-08-18","Other",5.37633333333333,78.1625,"In international waters","FLYING GERMANIA II","Indian Ocean"
"2075",2075,"2007-08-23","Bulk",22.7791666666667,70.0316666666667,"Territorial waters","AVIONA","Persian Gulf"
"2076",2076,"2007-09-23","Bulk",21.8116666666667,91.79,"Territorial waters","DUBAI CROWN","Indian Ocean"
"2078",2078,"2007-10-10","Bulk",17.0583333333333,82.4616666666667,"Territorial waters","GUNDULIC","Indian Ocean"
"2080",2080,"2007-10-18","Tanker",22.8166666666667,70.075,"Territorial waters","PEGASUS 7","Persian Gulf"
"2081",2081,"2007-10-28","Tanker",21.6666666666667,91.6666666666667,"Territorial waters","ONOZO","Indian Ocean"
"2082",2082,"2007-11-04","Tanker",21.6666666666667,88.0166666666667,"Territorial waters","SOUTHERN ZEBRA","Indian Ocean"
"2083",2083,"2008-01-05","Tanker",16.9966666666667,82.445,"Territorial waters","ACAVUS","Indian Ocean"
"2084",2084,"2008-01-16","Other",16.9695,82.4043333333333,"Territorial waters","GONDWANA","Indian Ocean"
"2085",2085,"2008-01-29","Other",6.01333333333333,82.0316666666667,"In international waters","COBRA","Indian Ocean"
"2086",2086,"2008-02-09","Tanker",22.7783333333333,70.015,"Territorial waters","BOW CLIPPER","Persian Gulf"
"2087",2087,"2008-02-13","Container",22.4166666666667,91.6,"Territorial waters","KOTA TEGAP","Indian Ocean"
"2088",2088,"2008-02-20","Bulk",8.76333333333333,78.2716666666667,"Territorial waters","TIANJIN","Indian Ocean"
"2090",2090,"2008-03-05","Bulk",22.825,70.0416666666667,"Territorial waters","ATLANTIC STAR","Persian Gulf"
"2091",2091,"2008-03-24","Bulk",22.2766666666667,91.8066666666667,"Territorial waters","BUTET","Indian Ocean"
"2092",2092,"2008-03-28","Tanker",22.7863333333333,70.0771666666667,"Territorial waters","FANTASY I","Persian Gulf"
"2094",2094,"2008-04-05","Tanker",9.95166666666667,76.08,"Territorial waters","MT SAMPURNA SWARAJYA","Arabian Sea"
"2095",2095,"2008-04-22","Other",18.9216666666667,72.865,"Territorial waters","FUGRO GAUSS","Arabian Sea"
"2099",2099,"2008-05-04","Container",22.215,91.75,"Territorial waters","HUDSON STRAIT","Indian Ocean"
"2100",2100,"2008-06-13","Container",22.23,91.7383333333333,"Territorial waters","ELLENS","Indian Ocean"
"2101",2101,"2008-07-06","Tanker",21.8,91.7,"Territorial waters","PORT LOUIS","Indian Ocean"
"2103",2103,"2008-08-20","Container",9.91666666666667,76.0833333333333,"Territorial waters","OEL DUBAI","Arabian Sea"
"2104",2104,"2008-08-24","Tanker",16.995,82.3566666666667,"Territorial waters","CLIPPER TOBAGO","Indian Ocean"
"2105",2105,"2008-09-13","Bulk",9.9625,76.2631666666667,"Territorial waters","KINSHIP PROSPERITY","Arabian Sea"
"2106",2106,"2008-11-07","Tanker",22.2633333333333,91.735,"Territorial waters","BAIZO","Indian Ocean"
"2107",2107,"2008-12-11","Tanker",22.25,91.7333333333333,"Territorial waters","TULUM","Indian Ocean"
"2108",2108,"2008-12-20","Tanker",22.2398333333333,91.7405,"Territorial waters","A ELEPHANT","Indian Ocean"
"2109",2109,"2009-02-09","Bulk",17.0166666666667,82.3666666666667,"Territorial waters","PORT SHANGHAI","Indian Ocean"
"2110",2110,"2009-02-22","Tanker",17.0273333333333,82.3876666666667,"Territorial waters","JANESIA ASPHALT I BITUMEN","Indian Ocean"
"2112",2112,"2009-03-07","Bulk",16.9916666666667,82.3583333333333,"Territorial waters","MAGIC","Indian Ocean"
"2113",2113,"2009-03-15","Container",22.1783333333333,91.7766666666667,"Territorial waters","OEL SINGAPORE","Indian Ocean"
"2114",2114,"2009-05-04","Tanker",9.9155,76.1078333333333,"Territorial waters","UNITED AMBASSADOR","Arabian Sea"
"2117",2117,"2009-06-12","Bulk",22.2333333333333,91.7,"Territorial waters","HONG KONG SUN","Indian Ocean"
"2118",2118,"2009-06-19","Container",22.1666666666667,91.7666666666667,"Territorial waters","APPEN ANITA","Indian Ocean"
"2120",2120,"2009-07-06","Container",22.1833333333333,91.7666666666667,"Territorial waters","OEL FREEDOM","Indian Ocean"
"2122",2122,"2009-09-09","Container",22.1766666666667,91.7733333333333,"Territorial waters","SANNE","Indian Ocean"
"2123",2123,"2009-09-15","Bulk",22.1566666666667,91.7866666666667,"Territorial waters","JIN HUI","Indian Ocean"
"2124",2124,"2009-09-18","Container",21.6966666666667,88.015,"Territorial waters","KOTA RATU","Indian Ocean"
"2125",2125,"2009-09-22","Bulk",22.2433333333333,91.7166666666667,"Territorial waters","SERASHI","Indian Ocean"
"2126",2126,"2009-09-27","Tanker",22.187,91.72,"Territorial waters","KIRANA QUARTYA","Indian Ocean"
"2127",2127,"2009-09-27","Container",22.2566666666667,91.725,"Territorial waters","WEHR ELBE","Indian Ocean"
"2128",2128,"2009-09-28","Bulk",22.2366666666667,91.7366666666667,"Territorial waters","DD VIGILANT","Indian Ocean"
"2129",2129,"2009-09-29","Bulk",21.6666666666667,88.0166666666667,"Territorial waters","YASA H MULLA","Indian Ocean"
"2130",2130,"2009-10-03","Bulk",22,91.6666666666667,"Territorial waters","LIVANITA","Indian Ocean"
"2131",2131,"2009-10-13","Bulk",22.17,91.79,"Territorial waters","SERASIH","Indian Ocean"
"2132",2132,"2009-10-19","Container",22.1783333333333,91.7216666666667,"Territorial waters","HANSA STRALSUND","Indian Ocean"
"2133",2133,"2009-12-12","Other",22.21,91.7733333333333,"Territorial waters","TROPICAL STAR","Indian Ocean"
"2135",2135,"2009-12-19","Container",22.175,91.73,"Territorial waters","X-PRESS DHAULAGIRI","Indian Ocean"
"2136",2136,"2009-12-25","Other",22.2403333333333,91.7166666666667,"Territorial waters","SANTA SURIA","Indian Ocean"
"2137",2137,"2010-01-16","Bulk",9.94,76.0766666666667,"Territorial waters","SEAWAYS VALOUR","Arabian Sea"
"2138",2138,"2010-01-22","Other",17.005,82.3116666666667,"Territorial waters","OSPREY EXPLORER","Indian Ocean"
"2139",2139,"2010-02-14","Tanker",17.6283333333333,83.36,"Territorial waters","PROSPECT","Indian Ocean"
"2141",2141,"2010-03-05","Tanker",22.1956666666667,91.745,"Territorial waters","BLUEGREEN TIGRE","Indian Ocean"
"2142",2142,"2010-03-05","Tanker",22.1966666666667,91.735,"Territorial waters","BLUEGREEN TIGER","Indian Ocean"
"2143",2143,"2010-03-19","Bulk",22.25,91.7333333333333,"Territorial waters","LAURA BULKER","Indian Ocean"
"2144",2144,"2010-04-07","Container",22.2383333333333,91.8266666666667,"Territorial waters","SAGITTARIUS","Indian Ocean"
"2146",2146,"2010-04-18","Other",9.48333333333333,69.3,"In international waters","PRANTALAY 11","Arabian Sea"
"2147",2147,"2010-04-18","Other",9.48333333333333,69.3,"In international waters","PRANTALAY 12","Arabian Sea"
"2148",2148,"2010-04-18","Other",9.48333333333333,69.3,"In international waters","PRANTALAY 14","Arabian Sea"
"2149",2149,"2010-04-18","Other",9.495,68.9233333333333,"In international waters","WHITE SEA","Arabian Sea"
"2150",2150,"2010-04-21","Bulk",1.16666666666667,65,"In international waters","INA","Arabian Sea"
"2151",2151,"2010-04-25","Tanker",17.9833333333333,65.8166666666667,"In international waters","BUNGA MELATI DUA","Arabian Sea"
"2152",2152,"2010-05-01","Bulk",22.1666666666667,91.7333333333333,"Territorial waters","SANTA SURIA II","Indian Ocean"
"2153",2153,"2010-05-10","Bulk",0.0333333333333333,65,"In international waters","APOSTOLOS II","Arabian Sea"
"2154",2154,"2010-05-20","Bulk",0.77,68.44,"In international waters","NORD SINCERE","Arabian Sea"
"2155",2155,"2010-05-21","Tanker",5.56666666666667,70.9666666666667,"In international waters","TI GUARDIAN","Arabian Sea"
"2156",2156,"2010-05-22","Container",22.165,91.7466666666667,"Territorial waters","KOTA RATNA","Indian Ocean"
"2158",2158,"2010-06-15","Tanker",22.215,91.7533333333333,"Territorial waters","SP ATHENS","Indian Ocean"
"2160",2160,"2010-06-20","Other",22.215,91.7183333333333,"Territorial waters","ORTO","Indian Ocean"
"2161",2161,"2010-06-26","Tanker",22.23,91.7333333333333,"Territorial waters","SUNNY DREAM","Indian Ocean"
"2162",2162,"2010-06-28","Tanker",22.225,91.7283333333333,"Territorial waters","KASUGTA","Indian Ocean"
"2163",2163,"2010-07-12","Bulk",22.2666666666667,91.7198333333333,"Territorial waters","VERGINA","Indian Ocean"
"2164",2164,"2010-08-02","Container",22.1518333333333,91.7273333333333,"Territorial waters","PFS KESHAVA","Indian Ocean"
"2165",2165,"2010-08-07","Bulk",21.8776666666667,91.8215,"Territorial waters","OCEAN CROWN","Indian Ocean"
"2166",2166,"2010-08-15","Bulk",22.2583333333333,91.6883333333333,"Territorial waters","HONG KONG STAR","Indian Ocean"
"2167",2167,"2010-08-23","Tanker",22.2683333333333,91.8035,"Territorial waters","KIRANA TRITYA","Indian Ocean"
"2169",2169,"2010-09-10","Container",22.15,91.7333333333333,"Territorial waters","VISION","Indian Ocean"
"2170",2170,"2010-09-12","Container",22.1566666666667,91.75,"Territorial waters","MAREN S","Indian Ocean"
"2171",2171,"2010-09-24","Bulk",22.1816666666667,91.6783333333333,"Territorial waters","BM ADVENTURE","Indian Ocean"
"2172",2172,"2010-10-02","Other",22.1976666666667,91.7206666666667,"Territorial waters","PHOENIX ACE","Indian Ocean"
"2173",2173,"2010-10-09","Other",21.1116666666667,91.2083333333333,"In international waters","NORTHWIND","Indian Ocean"
"2174",2174,"2010-10-10","Other",4.99,67.1066666666667,"In international waters","KAVO PORTLAND","Arabian Sea"
"2175",2175,"2010-10-11","Container",22.1843333333333,91.7396666666667,"Territorial waters","MAREN S","Indian Ocean"
"2177",2177,"2010-10-24","Bulk",3.48333333333333,59.5833333333333,"In international waters","BELUGA FORTUNE","Arabian Sea"
"2178",2178,"2010-10-28","Tanker",13.2666666666667,68.9833333333333,"In international waters","STAR LIGHT VENTURE","Arabian Sea"
"2179",2179,"2010-11-02","Tanker",7.31333333333333,64.1683333333333,"In international waters","BATAVIA","Arabian Sea"
"2180",2180,"2010-11-10","Tanker",10.5333333333333,67,"In international waters","MAERSK NEPTUNE","Arabian Sea"
"2181",2181,"2010-11-11","Tanker",11.4333333333333,66.0833333333333,"In international waters","HANNIBAL II","Arabian Sea"
"2182",2182,"2010-11-11","Bulk",17.2166666666667,65.0166666666667,"In international waters","BBC ORINOCO","Arabian Sea"
"2183",2183,"2010-11-16","Tanker",5.15,66.7,"In international waters","SAMURAI","Arabian Sea"
"2184",2184,"2010-11-20","Container",12.3333333333333,66.3666666666667,"In international waters","NYK ALTAIR","Arabian Sea"
"2185",2185,"2010-11-20","Container",14.33,65.5366666666667,"In international waters","CAPE MELVILLE","Arabian Sea"
"2186",2186,"2010-11-21","Tanker",21.8333333333333,91.6583333333333,"Territorial waters","TRUST RUNNER","Indian Ocean"
"2187",2187,"2010-11-24","Tanker",15.15,67.0833333333333,"In international waters","NORNA N","Arabian Sea"
"2189",2189,"2010-11-26","Container",5.63333333333333,68.45,"In international waters","ALBEDO","Arabian Sea"
"2190",2190,"2010-11-30","Tanker",9.31666666666667,69.5,"In international waters","KYTHIRA","Arabian Sea"
"2191",2191,"2010-12-02","Container",9.36666666666667,70.4,"In international waters","CMA CGM WAGNER","Arabian Sea"
"2192",2192,"2010-12-03","Container",0.308833333333333,58.4738333333333,"In international waters","MARCAMPANIA","Arabian Sea"
"2193",2193,"2010-12-05","Bulk",8.187,71.7348333333333,"In international waters","JAHAN MONI","Arabian Sea"
"2194",2194,"2010-12-11","Bulk",6.15,67.3166666666667,"In international waters","RENUAR","Arabian Sea"
"2195",2195,"2010-12-16","Tanker",16.1666666666667,68.3333333333333,"In international waters","HELLESPONT TRINITY","Arabian Sea"
"2197",2197,"2010-12-21","Bulk",9,76.1166666666667,"In international waters","INABA","Arabian Sea"
"2198",2198,"2010-12-31","Other",21.33,91.5516666666667,"In international waters","SG VICTORY","Indian Ocean"
"2199",2199,"2011-01-02","Bulk",22.2116666666667,91.7433333333333,"Territorial waters","VIL ATLANTIC","Indian Ocean"
"2200",2200,"2011-01-03","Tanker",19.5833333333333,65.2166666666667,"In international waters","MAERSK PELICAN","Arabian Sea"
"2202",2202,"2011-01-11","Tanker",14.0116666666667,67.405,"In international waters","ALPINE PERSEFONE","Arabian Sea"
"2203",2203,"2011-01-18","Bulk",3.16666666666667,51.1833333333333,"In international waters","ADVANTAGE","Arabian Sea"
"2204",2204,"2011-01-22","Bulk",1.81666666666667,56.5833333333333,"In international waters","BELUGA NOMINATION","Arabian Sea"
"2205",2205,"2011-01-28","Container",9.41666666666667,73.0333333333333,"In international waters","MT CMA CGM VERDI","Arabian Sea"
"2206",2206,"2011-01-30","Other",4.33333333333333,66.3333333333333,"In international waters","MAYSORA","Arabian Sea"
"2207",2207,"2011-02-01","Bulk",6.73333333333333,69.4,"In international waters","JIA NING SHAN","Arabian Sea"
"2208",2208,"2011-02-05","Container",18.1333333333333,63.9833333333333,"In international waters","IBN ASAKIR","Arabian Sea"
"2209",2209,"2011-02-05","Tanker",10.0016666666667,70.9833333333333,"In international waters","CHIOS","Arabian Sea"
"2210",2210,"2011-02-08","Tanker",12.1166666666667,65.5833333333333,"In international waters","SAVINA CAYLYN","Arabian Sea"
"2211",2211,"2011-02-16","Tanker",20.8866666666667,69.6516666666667,"In international waters","NS CENTURY","Arabian Sea"
"2213",2213,"2011-02-17","Bulk",22.2333333333333,91.7666666666667,"Territorial waters","MELINA I","Indian Ocean"
"2215",2215,"2011-02-21","Bulk",16.2233333333333,89.6933333333333,"In international waters","OCEAN DUKE","Indian Ocean"
"2216",2216,"2011-02-21","Tanker",22.2666666666667,91.7333333333333,"Territorial waters","ASASHIO MARU","Indian Ocean"
"2217",2217,"2011-02-23","Container",11.3333333333333,57.82,"In international waters","EMIRATES RAFIKI","Arabian Sea"
"2219",2219,"2011-02-25","Tanker",11.5666666666667,61.5666666666667,"In international waters","BANI YAS","Arabian Sea"
"2221",2221,"2011-03-04","Container",11.05,64.7,"In international waters","CMA CGM MUSSET","Arabian Sea"
"2222",2222,"2011-03-04","Container",6.85,75.95,"In international waters","OOCL QINGDAO","Arabian Sea"
"2223",2223,"2011-03-05","Bulk",12.03,66.2383333333333,"In international waters","CHARIOT","Arabian Sea"
"2224",2224,"2011-03-10","Other",13.65,65.3333333333333,"In international waters","RT LEADER","Arabian Sea"
"2225",2225,"2011-03-10","Other",13.65,65.3333333333333,"In international waters","RT CHAMPION","Arabian Sea"
"2226",2226,"2011-03-11","Container",12,80.375,"Territorial waters","COASTAL EXPRESS-2","Indian Ocean"
"2227",2227,"2011-03-11","Container",10.9166666666667,66.55,"In international waters","VANCOUVER BRIDGE","Arabian Sea"
"2228",2228,"2011-03-12","Other",12.4,66.7,"In international waters","SAGITTARIUS LEADER","Arabian Sea"
"2229",2229,"2011-03-12","Bulk",22.25,91.75,"Territorial waters","LARCH ARROW","Indian Ocean"
"2230",2230,"2011-03-14","Bulk",22.8196666666667,70.0368333333333,"Territorial waters","SPLENDOUR","Persian Gulf"
"2232",2232,"2011-03-23","Container",9.001,66.4575,"In international waters","MSC EVA","Arabian Sea"
"2234",2234,"2011-03-26","Tanker",9.94166666666667,76.0833333333333,"Territorial waters","STAR EXPRESS","Arabian Sea"
"2235",2235,"2011-04-01","Bulk",2.26333333333333,81.95,"In international waters","PRISCILLA VENTURE","Indian Ocean"
"2239",2239,"2011-05-04","Container",13.8333333333333,65.9,"In international waters","ITAL GLAMOUR","Arabian Sea"
"2240",2240,"2011-05-05","Bulk",14.8333333333333,66.8,"In international waters","FULL CITY","Arabian Sea"
"2241",2241,"2011-05-14","Tanker",8.53333333333333,67.8833333333333,"In international waters","MAERSK GLORY","Arabian Sea"
"2242",2242,"2011-05-26","Container",9.92333333333333,76.0816666666667,"Territorial waters","STADT AACHEN","Arabian Sea"
"2244",2244,"2011-06-18","Tanker",8.48333333333333,76.6666666666667,"In international waters","ROYAL DIAMOND 7","Arabian Sea"
"2245",2245,"2011-06-18","Tanker",8.61666666666667,76.4333333333333,"In international waters","PACIFIC MARCHIONESS","Arabian Sea"
