"","X","Date","Ship_Type","Lat1","Lon1","Piracy_Area","Ship_Name","Location"
"1087",1087,"2011-02-08","Other",13.1,64.15,"In international waters","DELPHINUS LEADER","Arabian Sea"
"1088",1088,"2011-02-09","Tanker",21.45,63.3,"In international waters","IRENE SL","Arabian Sea"
"1089",1089,"2011-02-10","Bulk",13.16,43.1083333333333,"In international waters","CS DAISY","Red Sea"
"1090",1090,"2011-02-10","Bulk",13.98,51.4466666666667,"In international waters","HERANGER","Arabian Sea"
"1091",1091,"2011-02-12","Bulk",20.2571666666667,64.2681666666667,"In international waters","SININ","Arabian Sea"
"1093",1093,"2011-02-18","Other",12.92,43.2166666666667,"In international waters","VENUS SPIRIT","Red Sea"
"1095",1095,"2011-02-19","Bulk",12.3166666666667,44.1,"In international waters","LOPI Z","Gulf of Aden"
"1098",1098,"2011-02-24","Tanker",16.6666666666667,55.75,"In international waters","ALPINE AMALIA","Arabian Sea"
"1101",1101,"2011-03-03","Tanker",17.5166666666667,57.5183333333333,"In international waters","D&K 1","Arabian Sea"
"1102",1102,"2011-03-03","Bulk",15.3866666666667,52.0716666666667,"In international waters","BRATTINGSBORG","Arabian Sea"
"1103",1103,"2011-03-03","Tanker",11.9666666666667,58.9166666666667,"In international waters","VOGE DIGNITY","Arabian Sea"
"1104",1104,"2011-03-03","Tanker",9.99166666666667,62.4333333333333,"In international waters","FRONT PRIDE","Arabian Sea"
"1105",1105,"2011-03-04","Tanker",18.5833333333333,63.7833333333333,"In international waters","AEGEA","Arabian Sea"
"1106",1106,"2011-03-04","Bulk",20.6366666666667,59.2016666666667,"In international waters","INCE PACIFIC","Arabian Sea"
"1107",1107,"2011-03-04","Tanker",17.5666666666667,60.6166666666667,"In international waters","ARGENT GERBERA","Arabian Sea"
"1108",1108,"2011-03-05","Tanker",16.05,62.7666666666667,"In international waters","GUANABARA","Arabian Sea"
"1109",1109,"2011-03-06","Other",7.40666666666667,51.8366666666667,"In international waters","KMC RHINO","Arabian Sea"
"1111",1111,"2011-03-09","Tanker",13.3333333333333,49.4333333333333,"In international waters","NEW CENTURY","Gulf of Aden"
"1112",1112,"2011-03-15","Bulk",11.9333333333333,58.05,"In international waters","ACHILLEAS","Arabian Sea"
"1113",1113,"2011-03-15","Tanker",11.72,59.8366666666667,"In international waters","PORT UNION","Arabian Sea"
"1114",1114,"2011-03-16","Bulk",14.35,59.4166666666667,"In international waters","SINAR KUDUS","Arabian Sea"
"1115",1115,"2011-03-17","Bulk",16.25,60.4333333333333,"In international waters","EMPEROR","Arabian Sea"
"1116",1116,"2011-03-17","Other",12.445,43.7666666666667,"In international waters","EIDE TRADER","Gulf of Aden"
"1117",1117,"2011-03-18","Tanker",16.8333333333333,40.5,"In international waters","NEW CENTURY","Red Sea"
"1119",1119,"2011-03-21","Tanker",3.78333333333333,53.55,"In international waters","AL-NOUF","Arabian Sea"
"1120",1120,"2011-03-21","Tanker",17.2253333333333,63.3056666666667,"In international waters","LIQUID CRYSTAL","Arabian Sea"
"1121",1121,"2011-03-22","Container",12.4633333333333,43.7666666666667,"In international waters","RIO GRANDE EXPRESS","Gulf of Aden"
"1122",1122,"2011-03-22","Bulk",13.1666666666667,49.1,"In international waters","AVOCET","Gulf of Aden"
"1123",1123,"2011-03-24","Tanker",22.9666666666667,63.7333333333333,"In international waters","FRONT ALFA","Persian Gulf"
"1124",1124,"2011-03-24","Bulk",22.4333333333333,63.6666666666667,"In international waters","FALCON TRADER II","Persian Gulf"
"1126",1126,"2011-03-27","Tanker",15.9216666666667,55.8616666666667,"In international waters","NS ASIA","Arabian Sea"
"1127",1127,"2011-03-28","Tanker",15.6,57.0666666666667,"In international waters","ZIRKU","Arabian Sea"
"1128",1128,"2011-03-29","Tanker",13.502,47.5038333333333,"In international waters","RUDEEF GNA","Gulf of Aden"
"1129",1129,"2011-04-01","Bulk",19.2833333333333,65.75,"In international waters","ARRILAH-I","Arabian Sea"
"1130",1130,"2011-04-01","Tanker",14.0833333333333,51.7166666666667,"In international waters","FAIRCHEM FILLY","Arabian Sea"
"1131",1131,"2011-04-02","Other",15.365,51.9883333333333,"In international waters","LYULIN","Arabian Sea"
"1133",1133,"2011-04-05","Tanker",16.01,59.8683333333333,"In international waters","PACIFIC OPAL","Arabian Sea"
"1134",1134,"2011-04-05","Tanker",16.01,59.8683333333333,"In international waters","UNAMED","Arabian Sea"
"1135",1135,"2011-04-08","Bulk",18.4166666666667,57.45,"In international waters","SUSAN K","Arabian Sea"
"1136",1136,"2011-04-10","Tanker",12.0333333333333,45.1333333333333,"In international waters","NORTH CONTENDER","Gulf of Aden"
"1138",1138,"2011-04-12","Bulk",14.3666666666667,42.6,"In international waters","VINASHIP PEARL","Red Sea"
"1139",1139,"2011-04-12","Tanker",13.6666666666667,49.9333333333333,"In international waters","SAINT RAM","Gulf of Aden"
"1140",1140,"2011-04-16","Other",11.9,54.0833333333333,"In international waters","ABDI KHAN","Arabian Sea"
"1141",1141,"2011-04-20","Container",12.9666666666667,58.9166666666667,"In international waters","HANJIN TIANJIN","Arabian Sea"
"1142",1142,"2011-04-21","Bulk",13.2783333333333,59.0916666666667,"In international waters","ROSALIA D’AMATO","Arabian Sea"
"1143",1143,"2011-04-22","Container",14.0333333333333,42.85,"Territorial waters","MSC DYMPHNA","Red Sea"
"1144",1144,"2011-04-22","Tanker",15.1838333333333,51.606,"In international waters","RUDEEF GNA","Arabian Sea"
"1147",1147,"2011-04-24","Container",12.2166666666667,60.4,"In international waters","VIENNA EXPRESS","Arabian Sea"
"1151",1151,"2011-05-03","Bulk",13.1816666666667,49.3133333333333,"In international waters","NORD NEPTUNE","Gulf of Aden"
"1152",1152,"2011-05-05","Bulk",14.7166666666667,56.2166666666667,"In international waters","KING GRACE","Arabian Sea"
"1153",1153,"2011-05-06","Tanker",16.2333333333333,55.7833333333333,"In international waters","D&K 1","Arabian Sea"
"1154",1154,"2011-05-08","Bulk",12.15,59.3383333333333,"In international waters","RABEE","Arabian Sea"
"1155",1155,"2011-05-09","Bulk",12.5816666666667,43.4333333333333,"In international waters","BELLATRIX","Gulf of Aden"
"1156",1156,"2011-05-09","Bulk",12.5816666666667,43.4333333333333,"In international waters","BELLATRIX","Gulf of Aden"
"1157",1157,"2011-05-10","Bulk",17.5666666666667,58,"In international waters","MBA LIBERTY","Arabian Sea"
"1158",1158,"2011-05-10","Container",25.2966666666667,58.1133333333333,"In international waters","APL AMMAN","Persian Gulf"
"1159",1159,"2011-05-11","Tanker",18.7,59.5333333333333,"In international waters","UACC AL MEDINA","Arabian Sea"
"1160",1160,"2011-05-13","Container",13.1783333333333,48.6166666666667,"In international waters","MAERSK ALABAMA","Gulf of Aden"
"1161",1161,"2011-05-14","Bulk",13.9116666666667,57.9366666666667,"In international waters","MERLE","Arabian Sea"
"1162",1162,"2011-05-14","Tanker",19.2166666666667,60.3166666666667,"In international waters","GULF MUTTRAH","Arabian Sea"
"1163",1163,"2011-05-15","Container",14.15,55.4166666666667,"In international waters","MSC AYALA","Arabian Sea"
"1164",1164,"2011-05-16","Tanker",24.1833333333333,61.1833333333333,"In international waters","ARTEMIS GLORY","Persian Gulf"
"1165",1165,"2011-05-17","Bulk",6.83333333333333,51.3666666666667,"In international waters","PUNCHDAN","Arabian Sea"
"1168",1168,"2011-05-20","Bulk",13.25,43.0166666666667,"In international waters","CAPE SPENCER","Red Sea"
"1169",1169,"2011-05-22","Bulk",15.7666666666667,61.75,"In international waters","FORTUNE CLOVER","Arabian Sea"
"1170",1170,"2011-05-22","Tanker",14.5166666666667,42.2166666666667,"In international waters","GOLDEN YOSA","Red Sea"
"1171",1171,"2011-05-25","Tanker",12.55,43.4333333333333,"In international waters","BRITISH HAZEL","Gulf of Aden"
"1172",1172,"2011-05-25","Container",12.62,43.32,"In international waters","HANJIN MILANO","Gulf of Aden"
"1173",1173,"2011-05-25","Tanker",13.2116666666667,48.9733333333333,"In international waters","DAMAVAND","Gulf of Aden"
"1174",1174,"2011-05-26","Bulk",12.745,47.9116666666667,"In international waters","CANTERBURY STAR","Gulf of Aden"
"1175",1175,"2011-05-29","Bulk",14.4,42.0666666666667,"In international waters","HAWK I","Red Sea"
"1176",1176,"2011-05-30","Bulk",13.43,42.72,"In international waters","UBC LIMAS","Red Sea"
"1177",1177,"2011-05-31","Tanker",13.5833333333333,42.6166666666667,"In international waters","ASTIR LADY","Red Sea"
"1178",1178,"2011-05-31","Bulk",13.5,42.5833333333333,"In international waters","ATLAS","Red Sea"
"1179",1179,"2011-05-31","Tanker",15.47,41.5533333333333,"In international waters","BEAUFORT SEA","Red Sea"
"1180",1180,"2011-06-06","Bulk",14.1666666666667,42.3166666666667,"In international waters","EMPEROR","Red Sea"
"1181",1181,"2011-06-07","Tanker",13.2833333333333,42.9333333333333,"In international waters","MAERSK PRODUCER","Red Sea"
"1182",1182,"2011-06-07","Bulk",13.55,50.4566666666667,"In international waters","ACHILLEAS","Gulf of Aden"
"1183",1183,"2011-06-10","Bulk",13.4833333333333,42.6166666666667,"In international waters","TAI SHUN HAI","Red Sea"
"1184",1184,"2011-06-11","Bulk",12.2833333333333,61.45,"In international waters","EMPEROR","Arabian Sea"
"1185",1185,"2011-06-11","Tanker",12.3083333333333,61.49,"In international waters","STOLT ACHIEVEMENT","Arabian Sea"
"1186",1186,"2011-06-11","Tanker",13.4833333333333,42.7166666666667,"In international waters","EVERBRIGHT","Red Sea"
"1187",1187,"2011-06-11","Tanker",13.7016666666667,42.5966666666667,"In international waters","NAUTIC","Red Sea"
"1188",1188,"2011-06-11","Tanker",13.5816666666667,42.6233333333333,"In international waters","EMMA VICTORY","Red Sea"
"1190",1190,"2011-06-12","Bulk",12.55,61.7666666666667,"In international waters","CARAVOS HORIZON","Arabian Sea"
"1191",1191,"2011-06-15","Bulk",9.3,51.25,"In international waters","SUEZ","Arabian Sea"
"1192",1192,"2011-06-16","Bulk",13.73,42.9466666666667,"In international waters","ANNA","Red Sea"
"1193",1193,"2011-06-29","Tanker",13.2833333333333,42.9833333333333,"In international waters","OMEGA DUKE","Red Sea"
"1194",1194,"2011-06-30","Other",12.8333333333333,43.25,"Territorial waters","NOBLE GLOBE TROTTER","Gulf of Aden"
"1195",1195,"2011-07-06","Tanker",12.4833333333333,44.75,"In international waters","BRILLIANTE VIRTUOSO","Gulf of Aden"
"1197",1197,"2011-07-13","Tanker",12.7333333333333,43.3,"In international waters","NORTH FIGHTER","Gulf of Aden"
"1199",1199,"2011-07-15","Tanker",29.8216666666667,32.5216666666667,"Territorial waters","ABRAM SCHULTE","Red Sea"
"1201",1201,"2011-07-16","Bulk",13.605,50.2883333333333,"In international waters","ELINAKOS","Gulf of Aden"
"1202",1202,"2011-07-18","Tanker",14.6016666666667,42.3183333333333,"In international waters","STELLA KOSAN","Red Sea"
"1203",1203,"2011-07-20","Tanker",13.4933333333333,42.5983333333333,"In international waters","FORTUNE VICTORIA","Red Sea"
"1205",1205,"2011-07-21","Container",13.5083333333333,42.5833333333333,"In international waters","F BLUE","Red Sea"
"1206",1206,"2011-07-21","Tanker",13.4166666666667,42.8433333333333,"In international waters","ABADEH","Red Sea"
"1207",1207,"2011-07-22","Tanker",13.5283333333333,42.7033333333333,"In international waters","FRONT SPLENDOUR","Red Sea"
"1208",1208,"2011-07-22","Container",13.0066666666667,48.3666666666667,"In international waters","EVER ETHIC","Gulf of Aden"
"1209",1209,"2011-07-22","Bulk",12.9333333333333,48.5,"In international waters","ANDINET","Gulf of Aden"
"1210",1210,"2011-07-23","Container",13.6883333333333,42.9566666666667,"In international waters","EVER ETHIC","Red Sea"
"1211",1211,"2011-07-25","Tanker",13.7433333333333,42.9216666666667,"In international waters","STINA  KOSAN","Red Sea"
"1212",1212,"2011-07-31","Container",12.4833333333333,43.5333333333333,"Territorial waters","NEDLLOYD OCEANIA","Gulf of Aden"
"1213",1213,"2011-08-06","Bulk",13.12,43.0816666666667,"Territorial waters","VOGEBULKER","Red Sea"
"1214",1214,"2011-08-09","Bulk",13.1466666666667,48.6933333333333,"In international waters","GRETA","Gulf of Aden"
"1215",1215,"2011-08-10","Tanker",13.1333333333333,43.1166666666667,"In international waters","GOLDEN TOPSTAR","Red Sea"
"1216",1216,"2011-08-10","Tanker",13.1333333333333,43.1166666666667,"In international waters","GOLDEN TOPSTAR","Red Sea"
"1217",1217,"2011-08-11","Bulk",15.15,41.9166666666667,"In international waters","CARAVOS HORIZON","Red Sea"
"1218",1218,"2011-08-12","Tanker",14.57,42.3983333333333,"In international waters","GAS PRIDE","Red Sea"
"1220",1220,"2011-08-17","Bulk",13.28,43.0183333333333,"In international waters","BOSNA","Red Sea"
"1221",1221,"2011-08-17","Bulk",13.0666666666667,48,"In international waters","KRISTINITA","Gulf of Aden"
"1222",1222,"2011-08-18","Container",13.48,49.8333333333333,"In international waters","KOTA ARIF","Gulf of Aden"
"1223",1223,"2011-08-20","Tanker",16.9,54.05,"Territorial waters","FAIRCHEM BOGEY","Arabian Sea"
"1224",1224,"2011-08-21","Container",15.0666666666667,41.7833333333333,"In international waters","HS CHOPIN","Red Sea"
"1225",1225,"2011-08-21","Tanker",16.15,53.6,"In international waters","AL BALAD","Arabian Sea"
"1226",1226,"2011-08-23","Container",13.1333333333333,49.1833333333333,"In international waters","MSC NAMIBIA II","Gulf of Aden"
"1227",1227,"2011-08-23","Container",14.9733333333333,42,"In international waters","MANOLIS P.","Red Sea"
"1228",1228,"2011-08-24","Bulk",14.6066666666667,42.365,"In international waters","AMBER SUN","Red Sea"
"1229",1229,"2011-08-27","Tanker",25.1433333333333,57.955,"In international waters","MAHARSHI LABHATREYA","Persian Gulf"
"1230",1230,"2011-08-29","Tanker",12.5041666666667,43.8728333333333,"In international waters","THERESA ARCTIC","Gulf of Aden"
"1231",1231,"2011-09-08","Bulk",12.6733333333333,43.3366666666667,"In international waters","ATLANTIK PRIDE","Gulf of Aden"
"1232",1232,"2011-09-08","Bulk",12.6733333333333,43.3366666666667,"In international waters","ATLANTIK PRIDE","Gulf of Aden"
"1233",1233,"2011-09-08","Other",15.45,52.2333333333333,"In international waters","TRIBAL KAT","Arabian Sea"
"1234",1234,"2011-09-10","Tanker",14.0666666666667,42.85,"In international waters","UNITED EMBLEM","Red Sea"
"1237",1237,"2011-09-12","Other",25.1216666666667,60.4,"In international waters","MARYLISA V","Persian Gulf"
"1238",1238,"2011-09-15","Tanker",13.65,42.6166666666667,"In international waters","ALPINE LIGHT","Red Sea"
"1239",1239,"2011-09-15","Other",12.5916666666667,43.425,"Territorial waters","LADY Z","Gulf of Aden"
"1243",1243,"2011-09-20","Bulk",17.05,82.4,"Territorial waters","OCEAN CRESCENT","Arabian Sea"
"1244",1244,"2011-09-21","Other",15.9666666666667,42.395,"In international waters","HR CONSTELLATION","Red Sea"
"1245",1245,"2011-09-21","Other",15.9666666666667,42.395,"In international waters","HR CONSTELLATION","Red Sea"
"1246",1246,"2011-09-24","Tanker",13.1,49.0833333333333,"In international waters","FAIRCHEM BRONCO","Gulf of Aden"
"1247",1247,"2011-09-24","Bulk",12.4316666666667,43.6366666666667,"In international waters","PANFORCE","Gulf of Aden"
"1249",1249,"2011-09-28","Tanker",14.0416666666667,42.8166666666667,"In international waters","LIME GALAXY","Red Sea"
"1250",1250,"2011-09-28","Tanker",14.1,42.9833333333333,"In international waters","GINGA BOBCAT","Red Sea"
"1251",1251,"2011-09-29","Tanker",11.68,63.0833333333333,"In international waters","TORM REPUBLICAN","Arabian Sea"
"1252",1252,"2011-10-01","Bulk",13.1566666666667,49.175,"In international waters","KATSURAGI MARU","Gulf of Aden"
"1253",1253,"2011-10-02","Tanker",3.835,56.39,"In international waters","UACC SHAMS","Arabian Sea"
"1254",1254,"2011-10-02","Bulk",13.0166666666667,48.8166666666667,"In international waters","THEOFOROS I","Gulf of Aden"
"1255",1255,"2011-10-02","Bulk",16.1055,62.7933333333333,"In international waters","LARA RICKMERS","Arabian Sea"
"1256",1256,"2011-10-03","Other",4.98333333333333,58,"In international waters","GLENAN","Arabian Sea"
"1259",1259,"2011-10-09","Bulk",14.2833333333333,42.2,"In international waters","KARAVADOS","Red Sea"
"1260",1260,"2011-10-10","Bulk",12.5233333333333,61.8083333333333,"In international waters","MONTECRISTO","Arabian Sea"
"1265",1265,"2011-10-20","Tanker",12.9683333333333,43.24,"In international waters","NIJINSKY","Red Sea"
"1266",1266,"2011-10-23","Tanker",4.98333333333333,54.4833333333333,"In international waters","SEA VOYAGER","Arabian Sea"
"1267",1267,"2011-10-23","Container",12.5116666666667,43.475,"In international waters","KOTA AKBAR","Gulf of Aden"
"1268",1268,"2011-10-29","Other",2.15,59.6333333333333,"In international waters","NIMESHA DUWA","Arabian Sea"
"1270",1270,"2011-10-31","Tanker",12,45.55,"In international waters","LIQUID VELVET","Gulf of Aden"
"1274",1274,"2011-11-20","Bulk",12.45,43.7833333333333,"Territorial waters","PIONEER PACIFIC","Gulf of Aden"
"1276",1276,"2011-11-27","Bulk",15.0833333333333,42,"In international waters","STAR GAMMA","Red Sea"
"1279",1279,"2011-11-30","Tanker",12.2351666666667,44.1583333333333,"In international waters","MAERSK VENTURE","Gulf of Aden"
"1280",1280,"2011-11-30","Bulk",12.3,44.05,"In international waters","FANEROMENI","Gulf of Aden"
"1281",1281,"2011-12-03","Other",14.7166666666667,42.0333333333333,"In international waters","CAPE ENDLESS","Red Sea"
"1282",1282,"2011-12-19","Tanker",12.6,47.05,"In international waters","NORDIC APOLLO","Gulf of Aden"
"1285",1285,"2012-01-04","Bulk",13.1666666666667,49.2,"In international waters","DELFA","Gulf of Aden"
"1286",1286,"2012-01-04","Bulk",12.2433333333333,44.1966666666667,"In international waters","SENANUR CEBI","Gulf of Aden"
"1287",1287,"2012-01-04","Tanker",12.2333333333333,44.1833333333333,"In international waters","JAG LOK","Gulf of Aden"
"1288",1288,"2012-01-06","Other",12.59,43.365,"In international waters","GEO NATUNA","Gulf of Aden"
"1289",1289,"2012-01-12","Other",1.61666666666667,46,"In international waters","SPS PATINO","Arabian Sea"
"1291",1291,"2012-01-16","Tanker",15.0666666666667,58.2833333333333,"In international waters","VALDARNO","Arabian Sea"
"1292",1292,"2012-01-17","Other",13.5333333333333,55.7333333333333,"In international waters","FLINTSTONE","Arabian Sea"
"1294",1294,"2012-01-24","Bulk",13.1966666666667,43.0433333333333,"In international waters","CONTI LAPISLAZULI","Red Sea"
"1295",1295,"2012-01-28","Bulk",4.91666666666667,58.2333333333333,"In international waters","BBC CALIFORNIA","Arabian Sea"
"1296",1296,"2012-01-31","Bulk",13.6116666666667,49.8333333333333,"In international waters","NEW GLORY","Gulf of Aden"
"1297",1297,"2012-02-06","Bulk",12.7333333333333,43.3166666666667,"Territorial waters","FANJA","Gulf of Aden"
"1298",1298,"2012-02-06","Tanker",12.7166666666667,43.2833333333333,"Territorial waters","NORGAS SONOMA","Gulf of Aden"
"1299",1299,"2012-02-06","Tanker",12.8116666666667,43.2983333333333,"Territorial waters","RABIGH SUNRISE","Gulf of Aden"
"1300",1300,"2012-02-15","Tanker",12.5833333333333,43.3333333333333,"Territorial waters","BOW SAGAMI","Gulf of Aden"
"1301",1301,"2012-02-22","Tanker",13.5125,50.3761666666667,"In international waters","NORTH SEA","Gulf of Aden"
"1302",1302,"2012-02-27","Bulk",12.4833333333333,43.6833333333333,"Territorial waters","HAPPY VENTURE","Gulf of Aden"
"1303",1303,"2012-03-02","Other",12.9333333333333,49.1666666666667,"In international waters","GHAZAL HOWLF","Gulf of Aden"
"1304",1304,"2012-03-06","Tanker",14.3333333333333,52.5666666666667,"In international waters","ADVANCE VICTORIA","Arabian Sea"
"1305",1305,"2012-03-10","Tanker",12.5416666666667,43.4466666666667,"In international waters","HATEF","Gulf of Aden"
"1306",1306,"2012-03-11","Container",13.15,57.9333333333333,"In international waters","ESTELLE MAERSK","Arabian Sea"
"1307",1307,"2012-03-17","Tanker",13.15,48.8666666666667,"In international waters","TRANS CATALONIA","Gulf of Aden"
"1308",1308,"2012-03-17","Container",5.79333333333333,53.8416666666667,"In international waters","BELGICA","Arabian Sea"
"1309",1309,"2012-03-19","Container",5.66666666666667,53.3833333333333,"In international waters","MSC ANAFI","Arabian Sea"
"1310",1310,"2012-03-25","Bulk",14.3083333333333,56.82,"In international waters","BLUE DIAMOND","Arabian Sea"
"1311",1311,"2012-03-26","Other",6.30833333333333,50.2173333333333,"In international waters","NAHAM 3","Arabian Sea"
"1313",1313,"2012-03-26","Other",16.5333333333333,59.4166666666667,"In international waters","ALEX CHALLENGER","Arabian Sea"
"1315",1315,"2012-04-09","Tanker",12.2183333333333,61.8316666666667,"In international waters","MTM GIBRALTAR","Arabian Sea"
"1316",1316,"2012-04-10","Bulk",12.7533333333333,43.3033333333333,"Territorial waters","BOSNA","Gulf of Aden"
"1318",1318,"2012-04-14","Tanker",14.2916666666667,52.845,"In international waters","SALAMINA","Arabian Sea"
"1319",1319,"2012-04-19","Container",11.8833333333333,43.85,"In international waters","KOTA LAJU","Gulf of Aden"
"1320",1320,"2012-04-21","Other",15.3333333333333,52.2,"In international waters","ALABASS","Arabian Sea"
"1321",1321,"2012-04-22","Tanker",14.97,42.03,"In international waters","THERESA PELINTUNG","Red Sea"
"1322",1322,"2012-04-26","Tanker",11.9333333333333,44.65,"In international waters","SAMOS","Gulf of Aden"
"1323",1323,"2012-05-01","Tanker",13.3316666666667,42.9528333333333,"In international waters","BLUE SKY","Red Sea"
"1324",1324,"2012-05-09","Tanker",10.6666666666667,60.0666666666667,"In international waters","SUPER LADY","Arabian Sea"
"1325",1325,"2012-05-09","Tanker",13.75,50.7666666666667,"In international waters","ALPINE MYSTERY","Gulf of Aden"
"1326",1326,"2012-05-10","Tanker",14.3,58.45,"In international waters","MOYRA","Arabian Sea"
"1327",1327,"2012-05-12","Tanker",13.8666666666667,42.8666666666667,"In international waters","MAERSK GENESIS","Red Sea"
"1328",1328,"2012-05-14","Tanker",29.835,32.5266666666667,"Territorial waters","LOUISE","Red Sea"
"1330",1330,"2012-05-23","Bulk",12.75,43.3,"In international waters","MBA ROSARIA","Gulf of Aden"
"1332",1332,"2012-06-04","Tanker",12.9855,43.188,"Territorial waters","MAERSK PENGUIN","Red Sea"
"1333",1333,"2012-06-09","Other",12.3816666666667,43.8283333333333,"In international waters","HOJIN","Gulf of Aden"
"1334",1334,"2012-06-10","Bulk",31.2283333333333,29.7066666666667,"Territorial waters","BILLION TRADER II","Arabian Sea"
"1335",1335,"2012-06-12","Tanker",13.3366666666667,42.9483333333333,"Territorial waters","PACIFIC GALAXY","Red Sea"
"1336",1336,"2012-06-12","Tanker",12.8266666666667,43.265,"Territorial waters","NEO ENERGY","Gulf of Aden"
"1337",1337,"2012-06-18","Bulk",12.3166666666667,43.95,"In international waters","MARSI","Gulf of Aden"
"1338",1338,"2012-06-27","Bulk",14.375,54.6366666666667,"In international waters","NAMRUN","Arabian Sea"
"1340",1340,"2012-07-12","Bulk",12.9466666666667,48.0583333333333,"In international waters","SPILLANI","Gulf of Aden"
"1342",1342,"2012-07-27","Bulk",13.5666666666667,42.65,"In international waters","MAA SAMUDA KHATUN","Red Sea"
"1343",1343,"2012-10-05","Container",27.8166666666667,32.55,"Territorial waters","HENRY HUDSON BRIDGE","Red Sea"
"1344",1344,"2012-10-10","Other",0.433333333333333,50.65,"In international waters","IZURDIA","Arabian Sea"
"1345",1345,"2012-11-01","Tanker",16.5966666666667,41.475,"Territorial waters","ZHU JIANG","Red Sea"
"1346",1346,"2013-01-05","Container",3.12,51.8516666666667,"In international waters","MSC JASMINE","Arabian Sea"
"1347",1347,"2013-02-18","Bulk",7.234,52.2866666666667,"In international waters","ALBA STAR","Arabian Sea"
"1348",1348,"2013-03-14","Tanker",13.65,50.8,"In international waters","ORANGE STARS","Gulf of Aden"
"1349",1349,"2013-03-15","Bulk",13.9333333333333,51.315,"In international waters","HOSANGER","Arabian Sea"
"1350",1350,"2013-03-28","Other",11.8666666666667,51.3,"Territorial waters","SAAD 1","Arabian Sea"
"1351",1351,"2013-05-19","Bulk",12.2,44.3333333333333,"In international waters","SE PELAGICA","Gulf of Aden"
"1353",1353,"2013-06-03","Bulk",15.2683333333333,41.8,"In international waters","TONGBAO WORLD","Red Sea"
"1354",1354,"2013-06-05","Other",11.6,49.25,"In international waters","SHAHE FAIZE NOORI","Gulf of Aden"
"1355",1355,"2013-07-16","Tanker",13.4666666666667,43.0166666666667,"In international waters","CONCORD","Red Sea"
"1356",1356,"2013-10-11","Tanker",4.65,52.3166666666667,"In international waters","ISLAND SPLENDOR","Arabian Sea"
"1357",1357,"2013-10-15","Tanker",1.8,52.3216666666667,"In international waters","CSC FRIENDSHIP","Arabian Sea"
"1362",1362,"2013-12-09","Tanker",12.8333333333333,47.8166666666667,"Territorial waters","GULF PEARL","Gulf of Aden"
"1363",1363,"2013-12-09","Other",12.875,47.8733333333333,"Territorial waters","GOLDEN ICE","Gulf of Aden"
"1364",1364,"2013-12-18","Bulk",12.0983333333333,45.4065,"In international waters","LIBERTY ISLAND","Gulf of Aden"
"1366",1366,"2014-02-13","Other",1.11666666666667,44.5666666666667,"In international waters","ANDREA","Arabian Sea"
"1386",1386,"2013-07-11","Tanker",1.11,103.618333333333,"Territorial waters","GUANABARA","Malacca Strait"
"1387",1387,"2013-07-18","Bulk",1.23333333333333,104.75,"Territorial waters","DOLFIJNGRACHT","South China Sea"
"1392",1392,"1995-04-03","Other",12.145,50.81,"In international waters","FULL CITY","Gulf of Aden"
"1402",1402,"1995-09-28","Tanker",7,79.8133333333333,"Territorial waters","CATHAY RAINBOW","Indian Ocean"
"1406",1406,"1995-12-24","Container",6.95833333333333,73.8083333333333,"Territorial waters","ANDROMACHE","Arabian Sea"
"1414",1414,"1996-03-09","Container",22.2326666666667,91.7033333333333,"Territorial waters","EAGLE PRESTIGE","Indian Ocean"
"1416",1416,"1996-05-02","Other",6.945,79.7816666666667,"Territorial waters","MED SINGAPORE","Indian Ocean"
"1457",1457,"1997-07-11","Container",6.95,79.8,"Territorial waters","BUNGA MAS LIMA","Indian Ocean"
"1485",1485,"1998-04-15","Other",12.0833333333333,51.15,"In international waters","SILVER STAR","Arabian Sea"
"1866",1866,"2003-08-03","Tanker",12.9166666666667,47.5833333333333,"In international waters","BRITANIS","Gulf of Aden"
"1998",1998,"2006-03-14","Bulk",30.11,47.9288333333333,"Territorial waters","NANKING","Persian Gulf"
"2002",2002,"2006-04-03","Bulk",30.1123333333333,47.9316666666667,"Territorial waters","GLORY","Persian Gulf"
"2005",2005,"2006-04-13","Other",22.181,91.7843333333333,"Territorial waters","BRITOIL 44","Indian Ocean"
"2023",2023,"2006-08-12","Container",24.99,59.2683333333333,"In international waters","CMA CGM SIMBA","Persian Gulf"
"2027",2027,"2006-09-07","Container",22.2113333333333,91.7183333333333,"Territorial waters","IBERIAN EXPRESS","Indian Ocean"
"2029",2029,"2006-09-16","Bulk",22.2823333333333,91.718,"Territorial waters","ALIKI L","Indian Ocean"
"2031",2031,"2006-09-20","Container",22.1595,91.7461666666667,"Territorial waters","IBERIAN EXPRESS","Indian Ocean"
"2034",2034,"2006-10-09","Container",22.2016666666667,91.75,"Territorial waters","CSAV CALIFORNIA","Indian Ocean"
"2035",2035,"2006-10-10","Bulk",22.29,91.735,"Territorial waters","FURIA R","Indian Ocean"
"2036",2036,"2006-10-18","Tanker",22.2016666666667,91.675,"Territorial waters","MONA","Indian Ocean"
"2037",2037,"2006-10-18","Tanker",22.2016666666667,91.675,"Territorial waters","MONA","Indian Ocean"
"2038",2038,"2006-10-19","Tanker",22.2016666666667,91.675,"Territorial waters","MONA","Indian Ocean"
"2039",2039,"2006-10-21","Container",21.691,88.0188333333333,"Territorial waters","X-PRESS PUMORI","Indian Ocean"
